,Player,Year,Pos,Team,BaseSalary,SigningBonus,Cap Hit,Salary%
10420,Steven Nelson,2016,CB,KC,"$527,500","$145,488","$682,988",0.004
10421,Sammie Coates,2016,WR,PIT,"$525,000","$157,878","$682,878",0.004
10422,Xavier Cooper,2016,DE,CLE,"$532,000","$148,071","$680,071",0.004
10423,Spencer Paysinger,2016,ILB,MIA,"$760,000","$80,000","$680,000",0.004
10424,Kelvin Sheppard,2016,ILB,NYG,"$760,000","$80,000","$680,000",0.004
10425,Bobby Rainey,2016,RB,NYG,"$760,000","$40,000","$680,000",0.004
10426,Greg Warren,2016,LS,PIT,"$985,000","$80,000","$680,000",0.004
10427,Greg Toler,2016,CB,WAS,"$760,000","$80,000","$680,000",0.004
10428,Philip Wheeler,2016,OLB,ATL,"$885,000","$80,000","$680,000",0.004
10429,Don Muhlbach,2016,LS,DET,"$985,000","$80,000","$680,000",0.004
10430,Dan Orlovsky,2016,QB,DET,"$985,000","$80,000","$680,000",0.004
10431,Nick Novak,2016,K,HOU,"$885,000",$0,"$680,000",0.004
10432,Justin Durant,2016,OLB,DAL,"$885,000","$80,000","$680,000",0.004
10433,Kellen Davis,2016,TE,NYJ,"$885,000","$80,000","$680,000",0.004
10434,Bruce Carter,2016,ILB,NYJ,"$760,000","$80,000","$680,000",0.004
10435,Benjamin Ijalana,2016,RT,NYJ,"$760,000","$80,000","$680,000",0.004
10436,Roman Harper,2016,SS,NO,"$985,000","$80,000","$680,000",0.004
10437,Jamarca Sanford,2016,SS,NO,"$885,000","$80,000","$680,000",0.004
10438,Kyle Wilson,2016,CB,NO,"$760,000","$80,000","$680,000",0.004
10439,Audie Cole,2016,ILB,MIN,"$760,000","$40,000","$680,000",0.004
10440,Kellen Clemens,2016,QB,LAC/SD,"$985,000","$80,000","$680,000",0.004
10441,Colt Anderson,2016,SS,BUF,"$760,000","$80,000","$680,000",0.004
10442,Robert Blanton,2016,SS,BUF,"$760,000","$80,000","$680,000",0.004
10443,Corey White,2016,CB,BUF,"$760,000","$80,000","$680,000",0.004
10444,Sam Acho,2016,OLB,CHI,"$760,000","$80,000","$680,000",0.004
10445,Chris Prosinski,2016,SS,CHI,"$760,000","$80,000","$680,000",0.004
10446,Deonte Thompson,2016,WR,CHI,"$760,000","$80,000","$680,000",0.004
10447,Austin Seferian-Jenkins,2016,TE,NYJ,"$677,534",$0,"$677,534",0.004
10448,Clay Harbor,2016,TE,DET,"$676,764",$0,"$676,764",0.004
10449,Lorenzo Taliaferro,2016,RB,BAL,"$600,000","$75,146","$675,146",0.004
10450,Brent Urban,2016,DE,BAL,"$600,000","$75,146","$675,146",0.004
10451,Nevin Lawson,2016,CB,DET,"$600,000","$75,146","$675,146",0.004
10452,Tom Savage,2016,QB,HOU,"$600,000","$75,146","$675,146",0.004
10453,Dakota Dozier,2016,G,NYJ,"$600,000","$75,146","$675,146",0.004
10454,Barkevious Mingo,2016,OLB,NE,"$675,000",$0,"$675,000",0.004
10455,Michael Thomas,2016,FS,MIA,"$675,000",$0,"$675,000",0.004
10456,Trevin Wade,2016,CB,NYG,"$675,000",$0,"$675,000",0.004
10457,Marcus Cooper,2016,CB,ARI,"$675,000",$0,"$675,000",0.004
10458,Duke Ihenacho,2016,SS,WAS,"$675,000",$0,"$675,000",0.004
10459,Chris Thompson,2016,RB,WAS,"$675,000",$0,"$675,000",0.004
10460,LaRoy Reynolds,2016,ILB,ATL,"$675,000",$0,"$675,000",0.004
10461,Aldrick Robinson,2016,WR,ATL,"$675,000",$0,"$675,000",0.004
10462,Oday Aboushi,2016,G,HOU,"$675,000",$0,"$675,000",0.004
10463,Devon Still,2016,DT,HOU,"$675,000",$0,"$675,000",0.004
10464,Brice Butler,2016,WR,DAL,"$675,000",$0,"$675,000",0.004
10465,Antonio Allen,2016,CB,NYJ,"$675,000",$0,"$675,000",0.004
10466,Patrick Omameh,2016,G,JAX,"$675,000",$0,"$675,000",0.004
10467,Josh Martin,2016,OLB,NYJ,"$675,000",$0,"$675,000",0.004
10468,Carson Tinker,2016,LS,JAX,"$675,000",$0,"$675,000",0.004
10469,Michael Mauti,2016,OLB,NO,"$675,000",$0,"$675,000",0.004
10470,Najee Goode,2016,OLB,PHI,"$675,000",$0,"$675,000",0.004
10471,Caleb Sturgis,2016,K,PHI,"$675,000",$0,"$675,000",0.004
10472,Brandon Williams,2016,TE,SEA,"$675,000",$0,"$675,000",0.004
10473,Lerentee McCray,2016,OLB,BUF,"$675,000",$0,"$675,000",0.004
10474,David Bass,2016,DE,TEN,"$675,000",$0,"$675,000",0.004
10475,Nate Palmer,2016,ILB,TEN,"$675,000",$0,"$675,000",0.004
10476,Nick Becton,2016,LT,CHI,"$675,000",$0,"$675,000",0.004
10477,Eric Kush,2016,G,CHI,"$675,000",$0,"$675,000",0.004
10478,Jordan Poyer,2016,FS,CLE,"$675,000",$0,"$675,000",0.004
10479,Rashaan Melvin,2016,CB,IND,"$675,000",$0,"$675,000",0.004
10480,Kevin Byard,2016,FS,TEN,"$450,000","$224,265","$674,265",0.004
10481,Carl Nassib,2016,DE,CLE,"$450,000","$222,438","$672,438",0.004
10482,Max Tuerk,2016,C,LAC/SD,"$450,000","$222,255","$672,255",0.004
10483,Tony Hills,2016,LT,NO,"$670,588",$0,"$670,588",0.004
10484,Dexter McCluster,2016,RB,LAC/SD,"$670,588",$0,"$670,588",0.004
10485,Maliek Collins,2016,DT,DAL,"$450,000","$220,288","$670,288",0.004
10486,Will Redmond,2016,CB,SF,"$450,000","$218,139","$668,139",0.004
10487,Angelo Blackson,2016,DE,TEN,"$525,000","$142,903","$667,903",0.004
10488,Trey Flowers,2016,DE,NE,"$525,000","$139,733","$664,733",0.004
10489,Daryl Williams,2016,RT,CAR,"$525,000","$139,280","$664,280",0.004
10490,Yannick Ngakoue,2016,DE,JAX,"$450,000","$214,044","$664,044",0.004
10491,Bryce Petty,2016,QB,NYJ,"$525,000","$138,424","$663,424",0.004
10492,Jamison Crowder,2016,WR,WAS,"$525,000","$136,406","$661,406",0.004
10493,Jeremy Langford,2016,RB,CHI,"$525,000","$135,906","$660,906",0.004
10494,Justin Hardy,2016,WR,ATL,"$525,000","$135,205","$660,205",0.004
10495,Jalston Fowler,2016,FB,TEN,"$525,000","$134,429","$659,429",0.004
10496,Darian Thompson,2016,FS,NYG,"$450,000","$209,284","$659,284",0.004
10497,Clayton Geathers,2016,FS,IND,"$525,000","$133,482","$658,482",0.004
10498,Eric Rowe,2016,CB,NE,"$656,811",$0,"$656,811",0.004
10499,Jonathan Bullard,2016,DE,CHI,"$450,000","$206,630","$656,630",0.004
10500,T.J. Clemmings,2016,RT,MIN,"$525,000","$131,238","$656,238",0.004
10501,Arie Kouandjio,2016,G,WAS,"$525,000","$130,417","$655,417",0.004
10502,Kenyan Drake,2016,RB,MIA,"$450,000","$205,315","$655,315",0.004
10503,Ryan Grant,2016,WR,WAS,"$600,000","$53,403","$653,403",0.004
10504,Ibraheim Campbell,2016,SS,CLE,"$525,000","$128,002","$653,002",0.004
10505,Telvin Smith,2016,OLB,JAX,"$600,000","$52,763","$652,763",0.003
10506,Rodney Gunter,2016,DT,ARI,"$525,000","$127,479","$652,479",0.004
10507,Blake Bell,2016,TE,SF,"$525,000","$126,283","$651,283",0.004
10508,Justin Trattou,2016,DE,MIN,"$760,000","$25,000","$650,000",0.004
10509,Kevin Pamphile,2016,G,TB,"$600,000","$49,625","$649,625",0.004
10510,Andrew Donnal,2016,RT,LAR/STL,"$525,000","$124,233","$649,233",0.004
10511,Avery Williamson,2016,ILB,TEN,"$600,000","$48,613","$648,613",0.004
10512,Josh Shaw,2016,CB,CIN,"$525,000","$123,431","$648,431",0.004
10513,Nat Berhe,2016,SS,NYG,"$600,000","$48,200","$648,200",0.004
10514,Shilique Calhoun,2016,OLB,LV/OAK,"$450,000","$197,533","$647,533",0.004
10515,Shon Coleman,2016,T,CLE,"$450,000","$196,884","$646,884",0.004
10516,Ed Stinson,2016,DE,ARI,"$600,000","$46,685","$646,685",0.004
10517,Corey Linsley,2016,C,GB,"$600,000","$46,250","$646,250",0.004
10518,Daryl Worley,2016,CB,CAR,"$450,000","$195,921","$645,921",0.004
10519,Za'Darius Smith,2016,OLB,BAL,"$525,000","$120,788","$645,788",0.004
10520,A.J. McCarron,2016,QB,CIN,"$600,000","$45,413","$645,413",0.004
10521,Kwon Alexander,2016,ILB,TB,"$525,000","$119,580","$644,580",0.004
10522,Javorius Allen,2016,RB,BAL,"$525,000","$118,618","$643,618",0.004
10523,Joe Thuney,2016,G,NE,"$450,000","$193,357","$643,357",0.004
10524,Austin Hooper,2016,TE,ATL,"$450,000","$193,357","$643,357",0.004
10525,Mike Davis,2016,RB,SF,"$525,000","$117,195","$642,195",0.004
10526,Damien Wilson,2016,OLB,DAL,"$525,000","$116,578","$641,578",0.004
10527,Keith Reaser,2016,CB,SF,"$600,000","$41,200","$641,200",0.004
10528,Isaac Seumalo,2016,G,PHI,"$450,000","$190,966","$640,966",0.004
10529,Jon Feliciano,2016,G,LV/OAK,"$525,000","$115,163","$640,163",0.004
10530,Jake Ryan,2016,ILB,GB,"$525,000","$114,169","$639,169",0.004
10531,Adolphus Washington,2016,DT,BUF,"$450,000","$188,574","$638,574",0.004
10532,Sam Young,2016,LT,MIA,"$536,470","$100,000","$636,470",0.004
10533,Devon Kennard,2016,OLB,NYG,"$600,000","$36,140","$636,140",0.004
10534,John Urschel,2016,G,BAL,"$600,000","$36,140","$636,140",0.004
10535,Shaq Mason,2016,G,NE,"$525,000","$110,881","$635,881",0.004
10536,Ryan Davis,2016,DE,DAL,"$675,000",$0,"$635,294",0.004
10537,B.W. Webb,2016,CB,NO,"$635,294",$0,"$635,294",0.004
10538,Neiko Thorpe,2016,CB,SEA,"$675,000",$0,"$635,294",0.004
10539,Zach Fulton,2016,G,KC,"$600,000","$26,055","$634,555",0.004
10540,Laurent Duvernay-Tardif,2016,G,KC,"$600,000","$25,075","$633,575",0.004
10541,Le'Raven Clark,2016,RT,IND,"$450,000","$183,433","$633,433",0.004
10542,Jordan Jenkins,2016,OLB,NYJ,"$450,000","$180,980","$630,980",0.004
10543,Kendall Fuller,2016,CB,WAS,"$450,000","$179,606","$629,606",0.004
10544,Alfred Blue,2016,RB,HOU,"$600,000","$29,483","$629,483",0.004
10545,Antone Exum,2016,FS,MIN,"$600,000","$28,947","$628,947",0.004
10546,Braxton Miller,2016,WR,HOU,"$450,000","$177,275","$627,275",0.004
10547,E.J. Gaines,2016,CB,LAR/STL,"$600,000","$26,918","$626,918",0.004
10548,Pat O'Donnell,2016,P,CHI,"$600,000","$26,327","$626,327",0.004
10549,Kyle Love,2016,DT,CAR,"$625,882",$0,"$625,882",0.004
10550,Bryan Walters,2016,WR,JAX,"$625,882",$0,"$625,882",0.003
10551,Evander Hood,2016,DE,WAS,"$885,000","$20,000","$625,625",0.004
10552,Leonte Carroo,2016,WR,MIA,"$450,000","$175,097","$625,097",0.004
10553,Tom Compton,2016,T,ATL,"$760,000","$25,000","$625,000",0.004
10554,Nick Vigil,2016,OLB,CIN,"$450,000","$173,907","$623,907",0.004
10555,Luke Bowanko,2016,C,JAX,"$600,000","$23,513","$623,513",0.003
10556,Kyler Fackrell,2016,OLB,GB,"$450,000","$173,512","$623,512",0.004
10557,Javon Hargrave,2016,DT,PIT,"$450,000","$173,314","$623,314",0.004
10558,C.J. Prosise,2016,RB,SEA,"$450,000","$173,116","$623,116",0.004
10559,Tyler Bray,2016,QB,KC,"$600,000",$0,"$620,000",0.004
10560,Kedric Golston,2016,DT,WAS,"$985,000",$0,"$620,000",0.004
10561,Daniel McCullers,2016,DT,PIT,"$600,000","$19,670","$619,670",0.004
10562,Jay Prosch,2016,FB,HOU,"$600,000","$19,670","$619,670",0.004
10563,Marquis Flowers,2016,OLB,CIN,"$600,000","$19,670","$619,670",0.004
10564,Brandon Williams,2016,CB,ARI,"$450,000","$168,173","$618,173",0.004
10565,Andre Hal,2016,FS,HOU,"$600,000","$17,281","$617,281",0.004
10566,Travis Carrie,2016,CB,LV/OAK,"$600,000","$16,741","$616,741",0.004
10567,Shamar Stephen,2016,DT,MIN,"$600,000","$16,287","$616,287",0.004
10568,Cody Kessler,2016,QB,CLE,"$450,000","$166,197","$616,197",0.004
10569,Beau Allen,2016,DT,PHI,"$600,000","$15,562","$615,562",0.004
10570,Jabari Price,2016,CB,MIN,"$600,000","$15,455","$615,455",0.004
10571,Garrett Reynolds,2016,G,DET,"$900,000",$0,"$615,000",0.004
10572,Terrence Brooks,2016,FS,PHI,"$615,000",$0,"$615,000",0.004
10573,Nick Vannett,2016,TE,SEA,"$450,000","$164,220","$614,220",0.004
10574,Terrence Fede,2016,DE,MIA,"$600,000","$13,988","$613,988",0.004
10575,Jeff Janis,2016,WR,GB,"$600,000","$12,848","$612,848",0.004
10576,James Wright,2016,WR,CIN,"$600,000","$12,456","$612,456",0.004
10577,Corey Nelson,2016,ILB,DEN,"$600,000","$12,150","$612,150",0.004
10578,Charles Leno,2016,LT,CHI,"$600,000","$11,628","$611,628",0.004
10579,Demetrius Rhaney,2016,C,LAR/STL,"$600,000","$11,474","$611,474",0.004
10580,Mark Glowinski,2016,G,SEA,"$525,000","$86,423","$611,423",0.004
10581,Max Garcia,2016,G,DEN,"$525,000","$86,423","$611,423",0.004
10582,Vincent Valentine,2016,DT,NE,"$450,000","$161,355","$611,355",0.004
10583,Graham Glasgow,2016,G,DET,"$450,000","$161,355","$611,355",0.004
10584,Rees Odhiambo,2016,T,SEA,"$450,000","$161,355","$611,355",0.004
10585,Justin Simmons,2016,SS,DEN,"$450,000","$161,355","$611,355",0.004
10586,Joe Schobert,2016,OLB,CLE,"$450,000","$158,489","$608,489",0.003
10587,Cornelius Lucas,2016,RT,DET,"$600,000","$6,668","$606,668",0.004
10588,Ethan Westbrooks,2016,DE,LAR/STL,"$600,000","$6,668","$606,668",0.004
10589,Corey Brown,2016,WR,CAR,"$600,000","$5,000","$605,000",0.004
10590,Connor Cook,2016,QB,LV/OAK,"$450,000","$154,972","$604,972",0.004
10591,Andrew Norwell,2016,G,CAR,"$600,000","$4,000","$604,000",0.004
10592,Garry Gilliam,2016,RT,SEA,"$600,000","$4,000","$604,000",0.004
10593,Joshua Perry,2016,ILB,LAC/SD,"$450,000","$153,521","$603,521",0.004
10594,Albert Wilson,2016,WR,KC,"$600,000","$3,334","$603,334",0.004
10595,Isaiah Crowell,2016,RB,CLE,"$600,000","$3,334","$603,334",0.003
10596,James Hurst,2016,RT,BAL,"$600,000","$3,000","$603,000",0.004
10597,Kerry Wynn,2016,DE,NYG,"$600,000","$2,500","$602,500",0.004
10598,Trey Burton,2016,TE,PHI,"$600,000","$2,500","$602,500",0.004
10599,Jonotthan Harrison,2016,C,IND,"$600,000","$2,500","$602,500",0.004
10600,Christian Jones,2016,ILB,CHI,"$600,000","$2,334","$602,334",0.004
10601,Sheldon Day,2016,DT,JAX,"$450,000","$152,102","$602,102",0.003
10602,Kasim Edebali,2016,OLB,NO,"$600,000","$2,000","$602,000",0.004
10603,Zach Kerr,2016,DE,IND,"$600,000","$2,000","$602,000",0.004
10604,Damien Williams,2016,RB,MIA,"$600,000","$1,668","$601,668",0.004
10605,Tyler Shatley,2016,G,JAX,"$600,000","$1,668","$601,668",0.003
10606,Jayrone Elliott,2016,OLB,GB,"$600,000","$1,668","$601,668",0.004
10607,Tavon Young,2016,CB,BAL,"$450,000","$151,282","$601,282",0.004
10608,Zach Orr,2016,ILB,BAL,"$600,000","$1,000","$601,000",0.004
10609,Brock Coyle,2016,ILB,SEA,"$600,000","$1,000","$601,000",0.004
10610,Parker Ehinger,2016,G,KC,"$450,000","$150,727","$600,727",0.004
10611,Cairo Santos,2016,K,KC,"$600,000",$667,"$600,667",0.004
10612,Chandler Catanzaro,2016,K,ARI,"$600,000",$500,"$600,500",0.004
10613,Kenneth Acker,2016,CB,KC,"$600,000",$0,"$600,000",0.004
10614,Daniel Sorensen,2016,SS,KC,"$600,000",$0,"$600,000",0.004
10615,Malcolm Butler,2016,CB,NE,"$600,000",$0,"$600,000",0.004
10616,Cameron Fleming,2016,T,NE,"$600,000",$0,"$600,000",0.004
10617,Josh Johnson,2016,QB,NYG,"$885,000",$0,"$600,000",0.004
10618,Orleans Darkwa,2016,RB,NYG,"$600,000",$0,"$600,000",0.004
10619,Tavarres King,2016,WR,NYG,"$600,000",$0,"$600,000",0.004
10620,David Johnson,2016,TE,PIT,"$760,000",$0,"$600,000",0.004
10621,Steven Johnson,2016,ILB,PIT,"$760,000",$0,"$600,000",0.004
10622,Ricardo Mathews,2016,DT,PIT,"$760,000",$0,"$600,000",0.004
10623,Ross Cockrell,2016,CB,PIT,"$600,000",$0,"$600,000",0.004
10624,Chris Hubbard,2016,RT,PIT,"$600,000",$0,"$600,000",0.004
10625,Zach Mettenberger,2016,QB,PIT,"$600,000",$0,"$600,000",0.004
10626,Fitz Toussaint,2016,RB,PIT,"$600,000",$0,"$600,000",0.004
10627,Mike Jenkins,2016,CB,ARI,"$885,000",$0,"$600,000",0.004
10628,Darren Fells,2016,TE,ARI,"$600,000",$0,"$600,000",0.004
10629,Denico Autry,2016,DE,LV/OAK,"$600,000",$0,"$600,000",0.004
10630,Josh Mauro,2016,DT,ARI,"$600,000",$0,"$600,000",0.004
10631,Marcus Cromartie,2016,CB,SF,"$600,000",$0,"$600,000",0.003
10632,Andrew Tiller,2016,G,SF,"$600,000",$0,"$600,000",0.003
10633,Cameron Brate,2016,TE,TB,"$600,000",$0,"$600,000",0.004
10634,Andrew DePaola,2016,LS,TB,"$600,000",$0,"$600,000",0.004
10635,Ryan Griffin,2016,QB,TB,"$600,000",$0,"$600,000",0.004
10636,Jacquies Smith,2016,OLB,TB,"$600,000",$0,"$600,000",0.004
10637,Adarius Taylor,2016,OLB,TB,"$600,000",$0,"$600,000",0.004
10638,Ryan Jensen,2016,C,BAL,"$600,000",$0,"$600,000",0.004
10639,Chris Matthews,2016,WR,BAL,"$600,000",$0,"$600,000",0.004
10640,Jumal Rolle,2016,CB,BAL,"$600,000",$0,"$600,000",0.004
10641,Terrance West,2016,RB,BAL,"$600,000",$0,"$600,000",0.004
10642,Junior Galette,2016,OLB,WAS,"$500,000",$0,"$600,000",0.004
10643,Will Compton,2016,ILB,WAS,"$600,000",$0,"$600,000",0.004
10644,Dustin Hopkins,2016,K,WAS,"$600,000",$0,"$600,000",0.004
10645,Ty Nsekhe,2016,LT,WAS,"$600,000",$0,"$600,000",0.004
10646,Leonard Johnson,2016,CB,CAR,"$760,000",$0,"$600,000",0.004
10647,Taylor Gabriel,2016,WR,ATL,"$600,000",$0,"$600,000",0.004
10648,Andre Roberts,2016,WR,DET,"$760,000",$0,"$600,000",0.004
10649,Ben Garland,2016,G,ATL,"$600,000",$0,"$600,000",0.004
10650,Max Bullough,2016,ILB,HOU,"$600,000",$0,"$600,000",0.004
10651,Keith Smith,2016,FB,DAL,"$600,000",$0,"$600,000",0.004
10652,Brandon Bostick,2016,TE,NYJ,"$600,000",$0,"$600,000",0.004
10653,Mike Catapano,2016,DE,NYJ,"$600,000",$0,"$600,000",0.004
10654,Wesley Johnson,2016,C,NYJ,"$600,000",$0,"$600,000",0.004
10655,John Kuhn,2016,FB,NO,"$985,000",$0,"$600,000",0.004
10656,Marcus Williams,2016,CB,NYJ,"$600,000",$0,"$600,000",0.004
10657,Darryl Tapp,2016,DE,NO,"$985,000",$0,"$600,000",0.004
10658,Chykie Brown,2016,CB,CIN,"$760,000",$0,"$600,000",0.004
10659,Cam Thomas,2016,DT,LAR/STL,"$760,000",$0,"$600,000",0.004
10660,Travaris Cadet,2016,RB,NO,"$760,000",$0,"$600,000",0.004
10661,T.J. Johnson,2016,C,CIN,"$600,000",$0,"$600,000",0.004
10662,Arrelious Benn,2016,WR,JAX,"$760,000",$0,"$600,000",0.003
10663,Dominique Easley,2016,DT,LAR/STL,"$600,000",$0,"$600,000",0.004
10664,Sterling Moore,2016,CB,NO,"$760,000",$0,"$600,000",0.004
10665,Chris Smith,2016,DE,JAX,"$600,000",$0,"$600,000",0.003
10666,Charles Johnson,2016,WR,MIN,"$600,000",$0,"$600,000",0.004
10667,Peyton Thompson,2016,SS,JAX,"$600,000",$0,"$600,000",0.003
10668,Jeremiah Sirles,2016,G,MIN,"$600,000",$0,"$600,000",0.004
10669,Adam Thielen,2016,WR,MIN,"$600,000",$0,"$600,000",0.004
10670,Kenjon Barner,2016,RB,PHI,"$600,000",$0,"$600,000",0.004
10671,Steven Means,2016,DE,PHI,"$600,000",$0,"$600,000",0.004
10672,Jaylen Watkins,2016,S,PHI,"$600,000",$0,"$600,000",0.004
10673,Dontrelle Inman,2016,WR,LAC/SD,"$600,000",$0,"$600,000",0.004
10674,Branden Oliver,2016,RB,LAC/SD,"$600,000",$0,"$600,000",0.004
10675,Adrian Phillips,2016,FS,LAC/SD,"$600,000",$0,"$600,000",0.004
10676,Kenny Wiggins,2016,G,LAC/SD,"$600,000",$0,"$600,000",0.004
10677,Tony McDaniel,2016,DT,SEA,"$985,000",$0,"$600,000",0.004
10678,Deshawn Shead,2016,FS,SEA,"$760,000",$0,"$600,000",0.004
10679,Dewey McDonald,2016,OLB,SEA,"$600,000",$0,"$600,000",0.004
10680,Steven Terrell,2016,CB,SEA,"$600,000",$0,"$600,000",0.004
10681,Lorenzo Alexander,2016,OLB,BUF,"$885,000",$0,"$600,000",0.004
10682,Leger Douzable,2016,DT,BUF,"$885,000",$0,"$600,000",0.004
10683,Ramon Humber,2016,OLB,BUF,"$885,000",$0,"$600,000",0.004
10684,Brandon Spikes,2016,ILB,BUF,"$760,000",$0,"$600,000",0.004
10685,IK Enemkpali,2016,OLB,BUF,"$600,000",$0,"$600,000",0.004
10686,Mike Gillislee,2016,RB,BUF,"$600,000",$0,"$600,000",0.004
10687,Ryan Groy,2016,G,BUF,"$600,000",$0,"$600,000",0.004
10688,Jonathan Meeks,2016,FS,BUF,"$600,000",$0,"$600,000",0.004
10689,Walter Powell,2016,WR,BUF,"$600,000",$0,"$600,000",0.004
10690,Marc Mariani,2016,WR,TEN,"$760,000",$0,"$600,000",0.003
10691,Colton Schmidt,2016,P,BUF,"$600,000",$0,"$600,000",0.004
10692,Antonio Andrews,2016,RB,TEN,"$600,000",$0,"$600,000",0.003
10693,Jerel Worthy,2016,DT,BUF,"$600,000",$0,"$600,000",0.004
10694,Connor Barth,2016,K,CHI,"$885,000",$0,"$600,000",0.004
10695,Mike Adams,2016,LT,CHI,"$760,000",$0,"$600,000",0.004
10696,Josh Bellamy,2016,WR,CHI,"$760,000",$0,"$600,000",0.004
10697,Marcus Burley,2016,CB,CLE,"$600,000",$0,"$600,000",0.003
10698,Glenn Winston,2016,RB,CLE,"$600,000",$0,"$600,000",0.003
10699,Dekoda Watson,2016,OLB,DEN,"$760,000",$0,"$600,000",0.004
10700,Billy Winn,2016,DE,DEN,"$760,000",$0,"$600,000",0.004
10701,Brett Goode,2016,LS,GB,"$885,000",$0,"$600,000",0.004
10702,Sam Brenner,2016,C,DEN,"$600,000",$0,"$600,000",0.004
10703,Jordan Todman,2016,RB,IND,"$760,000",$0,"$600,000",0.004
10704,Todd Davis,2016,ILB,DEN,"$600,000",$0,"$600,000",0.004
10705,Robert Turbin,2016,RB,IND,"$760,000",$0,"$600,000",0.004
10706,Brandon McManus,2016,K,DEN,"$600,000",$0,"$600,000",0.004
10707,Eric Murray,2016,CB,KC,"$450,000","$149,950","$599,950",0.004
10708,Chris Moore,2016,WR,BAL,"$450,000","$149,090","$599,090",0.004
10709,Ryan Smith,2016,CB,TB,"$450,000","$148,040","$598,040",0.004
10710,Matt Barkley,2016,QB,CHI,"$595,588",$0,"$595,588",0.004
10711,B.J. Goodson,2016,ILB,NYG,"$450,000","$145,551","$595,551",0.004
10712,Tyler Higbee,2016,TE,LAR/STL,"$450,000","$145,215","$595,215",0.004
10713,Miles Killebrew,2016,S,DET,"$450,000","$144,641","$594,641",0.004
10714,Malcolm Mitchell,2016,WR,NE,"$450,000","$144,498","$594,498",0.004
10715,Nick Kwiatkoski,2016,ILB,CHI,"$450,000","$143,780","$593,780",0.004
10716,Ricardo Louis,2016,WR,CLE,"$450,000","$141,962","$591,962",0.003
10717,De'Vondre Campbell,2016,OLB,ATL,"$450,000","$141,382","$591,382",0.004
10718,Hassan Ridgeway,2016,DE,IND,"$450,000","$140,055","$590,055",0.004
10719,Pharoh Cooper,2016,WR,LAR/STL,"$450,000","$138,666","$588,666",0.004
10720,Juston Burris,2016,CB,NYJ,"$450,000","$137,782","$587,782",0.004
10721,Joe Cardona,2016,LS,NE,"$525,000","$25,000","$587,500",0.004
10722,Grady Jarrett,2016,DT,ATL,"$525,000","$61,963","$586,963",0.004
10723,Tyler Ervin,2016,RB,HOU,"$450,000","$136,892","$586,892",0.004
10724,Rashad Greene,2016,WR,JAX,"$525,000","$60,953","$585,953",0.003
10725,David Onyemata,2016,DT,NO,"$450,000","$135,586","$585,586",0.004
10726,Adrian Amos,2016,FS,CHI,"$525,000","$58,070","$583,070",0.004
10727,Bobby McCain,2016,CB,MIA,"$525,000","$57,072","$582,072",0.004
10728,Stefon Diggs,2016,WR,MIN,"$525,000","$56,928","$581,928",0.004
10729,Deon Bush,2016,S,CHI,"$450,000","$131,554","$581,554",0.004
10730,Perry Riley,2016,ILB,LV/OAK,"$581,176",$0,"$581,176",0.004
10731,Brett Hundley,2016,QB,GB,"$525,000","$55,908","$580,908",0.004
10732,Jay Ajayi,2016,RB,MIA,"$525,000","$55,203","$580,203",0.004
10733,David Parry,2016,DT,IND,"$525,000","$55,002","$580,002",0.004
10734,Antonio Morrison,2016,ILB,IND,"$450,000","$129,976","$579,976",0.004
10735,Kyle Emanuel,2016,OLB,LAC/SD,"$525,000","$54,643","$579,643",0.004
10736,Tyeler Davison,2016,DT,NO,"$525,000","$54,306","$579,306",0.004
10737,Demarcus Robinson,2016,WR,KC,"$450,000","$129,293","$579,293",0.004
10738,Tony Lippett,2016,CB,MIA,"$525,000","$53,691","$578,691",0.004
10739,C.J. Uzomah,2016,TE,CIN,"$525,000","$53,190","$578,190",0.004
10740,Deiondre' Hall,2016,CB,CHI,"$450,000","$127,722","$577,722",0.004
10741,J.J. Nelson,2016,WR,ARI,"$525,000","$52,450","$577,450",0.004
10742,Jesse James,2016,TE,PIT,"$525,000","$52,228","$577,228",0.004
10743,Evan Boehm,2016,G,ARI,"$450,000","$126,620","$576,620",0.004
10744,D.J. Alexander,2016,ILB,KC,"$525,000","$41,563","$575,563",0.004
